Day,Month,Airline,flightclass,capacity,timediff,night1,season,delayed
5,6,19,INT,84,46,0,Winter,1
6,6,19,INT,69,21,0,Winter,1
4,6,19,INT,73,22,0,Winter,1
0,6,19,INT,75,34,0,Winter,1
2,6,19,INT,67,24,0,Winter,1
3,6,19,INT,89,26,0,Winter,1
1,6,19,INT,66,30,0,Winter,1
5,6,19,INT,67,24,0,Winter,1
6,6,19,INT,70,22,0,Winter,1
4,6,19,INT,65,54,0,Winter,1
0,6,19,INT,78,102,0,Winter,1
2,6,19,INT,88,27,0,Winter,1
0,8,19,INT,45,22,0,Winter,0
2,8,19,INT,75,31,0,Winter,1
3,8,19,INT,72,34,0,Winter,1
1,8,19,INT,71,39,0,Winter,1
5,8,19,INT,32,37,0,Winter,0
6,8,19,INT,40,54,0,Winter,1
4,8,19,INT,42,46,0,Winter,0
0,8,19,INT,42,46,0,Winter,0
2,8,19,INT,65,53,0,Winter,1
3,8,19,INT,85,44,0,Winter,1
1,8,19,INT,80,46,0,Winter,1
5,8,19,INT,76,30,0,Winter,1
4,8,19,INT,64,36,0,Winter,1
0,8,19,INT,85,35,0,Winter,1
3,8,19,INT,81,21,0,Winter,1
1,8,19,INT,72,41,0,Winter,1
4,8,19,INT,49,32,0,Winter,0
0,8,19,INT,64,82,0,Winter,1
2,8,19,INT,83,43,0,Winter,1
1,8,19,INT,79,37,0,Winter,1
6,8,19,INT,73,-15,0,Winter,1
4,8,19,INT,48,59,0,Winter,1
1,3,19,INT,55,37,0,Winter,1
6,3,19,INT,80,51,0,Winter,1
0,3,19,INT,53,31,0,Winter,1
2,3,19,INT,57,33,0,Winter,1
3,3,19,INT,82,39,0,Winter,1
1,3,19,INT,69,28,0,Winter,1
5,3,19,INT,50,39,0,Winter,0
6,3,19,INT,44,43,0,Winter,0
4,3,19,INT,36,32,0,Winter,0
0,3,19,INT,46,33,0,Winter,0
2,3,19,INT,69,44,0,Winter,1
3,3,19,INT,75,40,0,Winter,1
1,3,19,INT,42,36,0,Winter,0
5,3,19,INT,52,61,0,Winter,1
6,3,19,INT,52,32,0,Winter,1
4,3,19,INT,51,40,0,Winter,1
0,3,19,INT,45,40,0,Winter,0
2,3,19,INT,59,-15,0,Winter,1
3,3,19,INT,66,34,0,Winter,1
1,3,19,INT,60,27,0,Winter,1
5,3,19,INT,41,31,0,Winter,0
6,3,19,INT,52,35,0,Winter,1
4,3,19,INT,43,36,0,Winter,0
0,3,19,INT,80,50,0,Winter,1
2,3,19,INT,66,44,0,Winter,1
3,3,19,INT,89,37,0,Winter,1
1,3,19,INT,61,39,0,Winter,1
5,3,19,INT,45,30,0,Winter,0
6,3,19,INT,49,36,0,Winter,0
4,2,19,INT,60,28,0,Winter,1
0,2,19,INT,29,50,0,Winter,0
2,2,19,INT,59,-15,0,Winter,1
3,2,19,INT,60,28,0,Winter,1
1,2,19,INT,72,40,0,Winter,1
5,2,19,INT,55,43,0,Winter,1
6,2,19,INT,45,44,0,Winter,0
4,2,19,INT,56,48,0,Winter,1
0,2,19,INT,77,71,0,Winter,1
2,2,19,INT,75,44,0,Winter,1
3,2,19,INT,72,57,0,Winter,1
5,2,19,INT,59,44,0,Winter,1
6,2,19,INT,60,44,0,Winter,1
4,2,19,INT,61,43,0,Winter,1
0,2,19,INT,60,48,0,Winter,1
2,2,19,INT,80,55,0,Winter,1
3,2,19,INT,80,38,0,Winter,1
1,2,19,INT,41,44,0,Winter,0
5,2,19,INT,50,32,0,Winter,0
0,2,19,INT,74,34,0,Winter,1
2,2,19,INT,0,44,0,Winter,0
3,2,19,INT,80,37,0,Winter,1
1,2,19,INT,60,29,0,Winter,1
5,2,19,INT,53,47,0,Winter,1
4,6,19,INT,43,44,0,Winter,0
3,6,19,INT,81,46,0,Winter,1
5,6,19,INT,45,52,0,Winter,1
6,6,19,INT,49,40,0,Winter,0
4,6,19,INT,43,31,0,Winter,0
0,6,19,INT,52,34,0,Winter,1
2,6,19,INT,76,-15,0,Winter,1
3,6,19,INT,87,32,0,Winter,1
1,6,19,INT,46,31,0,Winter,0
5,6,19,INT,55,77,0,Winter,1
6,6,19,INT,47,34,0,Winter,0
4,6,19,INT,65,34,0,Winter,1
0,6,19,INT,50,33,0,Winter,0
2,6,19,INT,55,37,0,Winter,1
3,6,19,INT,85,48,0,Winter,1
1,6,19,INT,60,32,0,Winter,1
5,6,19,INT,64,42,0,Winter,1
6,6,19,INT,78,52,0,Winter,1
4,6,19,INT,48,42,0,Winter,0
0,6,19,INT,86,66,0,Winter,1
2,6,19,INT,74,43,0,Winter,1
0,8,19,INT,96,47,0,Winter,1
2,8,19,INT,85,35,0,Winter,1
3,8,19,INT,74,45,0,Winter,1
1,8,19,INT,0,42,0,Winter,0
6,8,19,INT,58,25,0,Winter,1
4,8,19,INT,34,40,0,Winter,0
0,8,19,INT,98,48,0,Winter,1
3,8,19,INT,88,53,0,Winter,1
1,8,19,INT,75,41,0,Winter,1
5,8,19,INT,39,38,0,Winter,0
6,8,19,INT,46,61,0,Winter,1
4,8,19,INT,31,41,0,Winter,0
0,8,19,INT,84,37,0,Winter,1
2,8,19,INT,79,51,0,Winter,1
3,8,19,INT,61,33,0,Winter,1
1,8,19,INT,69,35,0,Winter,1
6,8,19,INT,66,40,0,Winter,1
4,8,19,INT,45,33,0,Winter,0
0,8,19,INT,65,42,0,Winter,1
2,8,19,INT,82,54,0,Winter,1
3,8,19,INT,74,54,0,Winter,1
1,8,19,INT,45,-16,0,Winter,0
5,8,19,INT,36,50,0,Winter,0
6,8,19,INT,98,54,0,Winter,1
4,8,19,INT,51,69,0,Winter,1
1,3,19,INT,83,30,0,Winter,1
5,3,19,INT,74,46,0,Winter,1
6,3,19,INT,90,45,0,Winter,1
4,3,19,INT,65,43,0,Winter,1
0,3,19,INT,97,48,0,Winter,1
2,3,19,INT,63,47,0,Winter,1
3,3,19,INT,62,53,0,Winter,1
1,3,19,INT,84,47,0,Winter,1
5,3,19,INT,60,-16,0,Winter,1
6,3,19,INT,59,48,0,Winter,1
4,3,19,INT,73,38,0,Winter,1
0,3,19,INT,95,43,0,Winter,1
2,3,19,INT,78,54,0,Winter,1
3,3,19,INT,51,39,0,Winter,1
1,3,19,INT,77,-16,0,Winter,1
5,3,19,INT,74,38,0,Winter,1
6,3,19,INT,60,36,0,Winter,1
0,3,19,INT,96,32,0,Winter,1
3,3,19,INT,58,38,0,Winter,1
5,3,19,INT,58,51,0,Winter,1
6,3,19,INT,67,29,0,Winter,1
4,3,19,INT,68,45,0,Winter,1
0,3,19,INT,70,45,0,Winter,1
2,3,19,INT,66,39,0,Winter,1
1,3,19,INT,64,34,0,Winter,1
5,3,19,INT,54,42,0,Winter,1
6,3,19,INT,92,50,0,Winter,1
4,2,19,INT,55,33,0,Winter,1
3,2,19,INT,83,-10,0,Winter,1
1,2,19,INT,84,42,0,Winter,1
5,2,19,INT,78,61,0,Winter,1
6,2,19,INT,96,123,0,Winter,1
4,2,19,INT,78,43,0,Winter,1
0,2,19,INT,37,28,0,Winter,0
2,2,19,INT,75,52,0,Winter,1
3,2,19,INT,84,68,0,Winter,1
1,2,19,INT,91,44,0,Winter,1
5,2,19,INT,41,34,0,Winter,0
6,2,19,INT,85,39,0,Winter,1
4,2,19,INT,67,33,0,Winter,1
2,2,19,INT,73,-16,0,Winter,1
3,2,19,INT,93,54,0,Winter,1
1,2,19,INT,78,60,0,Winter,1
5,2,19,INT,40,48,0,Winter,0
6,2,19,INT,75,88,0,Winter,1
4,2,19,INT,74,56,0,Winter,1
0,2,19,INT,96,34,0,Winter,1
2,2,19,INT,97,42,0,Winter,1
3,2,19,INT,84,39,0,Winter,1
1,2,19,INT,86,57,0,Winter,1
5,2,19,INT,58,32,0,Winter,1
6,2,19,INT,71,59,0,Winter,1
4,6,19,INT,65,48,0,Winter,1
2,6,19,INT,82,66,0,Winter,1
3,6,19,INT,74,45,0,Winter,1
1,6,19,INT,72,28,0,Winter,1
5,6,19,INT,15,56,0,Winter,1
6,6,19,INT,73,33,0,Winter,1
4,6,19,INT,40,30,0,Winter,0
0,6,19,INT,69,42,0,Winter,1
2,6,19,INT,78,46,0,Winter,1
3,6,19,INT,70,37,0,Winter,1
1,6,19,INT,50,49,0,Winter,0
6,6,19,INT,42,48,0,Winter,0
4,6,19,INT,18,34,0,Winter,0
0,6,19,INT,17,30,0,Winter,0
3,6,19,INT,38,55,0,Winter,1
1,6,19,INT,57,33,0,Winter,1
5,6,19,INT,26,30,0,Winter,0
6,6,19,INT,23,19,0,Winter,0
4,6,19,INT,28,36,0,Winter,0
0,6,19,INT,74,42,0,Winter,1
2,6,19,INT,66,29,0,Winter,1
0,8,19,INT,137,50,0,Winter,1
3,8,19,INT,146,23,0,Winter,1
1,8,19,INT,113,48,0,Winter,1
6,8,19,INT,104,35,0,Winter,1
6,8,19,INT,104,-31,0,Winter,1
0,8,19,INT,124,24,0,Winter,1
0,8,19,INT,124,-42,0,Winter,1
3,8,19,INT,141,59,0,Winter,1
3,8,19,INT,141,-7,0,Winter,1
1,8,19,INT,109,108,0,Winter,1
1,8,19,INT,109,42,0,Winter,1
6,8,19,INT,135,26,0,Winter,1
6,8,19,INT,135,-40,0,Winter,1
0,8,19,INT,86,30,0,Winter,1
0,8,19,INT,86,-36,0,Winter,1
3,8,19,INT,130,21,0,Winter,1
3,8,19,INT,130,-45,0,Winter,1
1,8,19,INT,124,104,0,Winter,1
1,8,19,INT,124,38,0,Winter,1
6,8,19,INT,117,22,0,Winter,1
6,8,19,INT,117,-44,0,Winter,1
0,8,19,INT,103,73,0,Winter,1
0,8,19,INT,103,7,0,Winter,1
3,8,19,INT,131,34,0,Winter,1
3,8,19,INT,131,-32,0,Winter,1
1,8,19,INT,98,103,0,Winter,1
1,8,19,INT,98,37,0,Winter,1
6,3,19,INT,77,30,0,Winter,1
6,3,19,INT,77,-36,0,Winter,1
0,3,19,INT,83,23,0,Winter,1
0,3,19,INT,83,-43,0,Winter,1
3,3,19,INT,117,28,0,Winter,1
3,3,19,INT,117,-38,0,Winter,1
6,3,19,INT,132,38,0,Winter,1
6,3,19,INT,132,-28,0,Winter,1
0,3,19,INT,109,37,0,Winter,1
0,3,19,INT,109,-29,0,Winter,1
3,3,19,INT,134,23,0,Winter,1
3,3,19,INT,134,-43,0,Winter,1
1,3,19,INT,102,100,0,Winter,1
1,3,19,INT,102,34,0,Winter,1
6,3,19,INT,129,27,0,Winter,1
6,3,19,INT,129,-39,0,Winter,1
0,3,19,INT,116,41,0,Winter,1
0,3,19,INT,116,-25,0,Winter,1
3,3,19,INT,133,37,0,Winter,1
3,3,19,INT,133,-29,0,Winter,1
6,3,19,INT,104,22,0,Winter,1
6,3,19,INT,104,-44,0,Winter,1
0,3,19,INT,103,19,0,Winter,1
0,3,19,INT,103,-47,0,Winter,1
3,3,19,INT,133,32,0,Winter,1
3,3,19,INT,133,-34,0,Winter,1
1,3,19,INT,82,107,0,Winter,1
1,3,19,INT,82,41,0,Winter,1
6,3,19,INT,103,97,0,Winter,1
6,3,19,INT,103,31,0,Winter,1
0,2,19,INT,137,31,0,Winter,1
0,2,19,INT,137,-35,0,Winter,1
3,2,19,INT,134,28,0,Winter,1
3,2,19,INT,134,-38,0,Winter,1
1,2,19,INT,81,114,0,Winter,1
1,2,19,INT,81,48,0,Winter,1
6,2,19,INT,139,27,0,Winter,1
6,2,19,INT,139,-39,0,Winter,1
0,2,19,INT,115,47,0,Winter,1
0,2,19,INT,115,-19,0,Winter,1
3,2,19,INT,139,185,0,Winter,1
3,2,19,INT,139,119,0,Winter,1
6,2,19,INT,106,43,0,Winter,1
6,2,19,INT,106,-23,0,Winter,1
0,2,19,INT,131,27,0,Winter,1
0,2,19,INT,131,-39,0,Winter,1
3,2,19,INT,118,30,0,Winter,1
3,2,19,INT,118,-36,0,Winter,1
1,2,19,INT,95,101,0,Winter,1
1,2,19,INT,95,35,0,Winter,1
6,2,19,INT,120,23,0,Winter,1
6,2,19,INT,120,-43,0,Winter,1
0,2,19,INT,94,121,0,Winter,1
0,2,19,INT,0,120,0,Winter,1
0,2,19,INT,94,55,0,Winter,1
0,2,19,INT,0,54,0,Winter,1
3,2,19,INT,142,26,0,Winter,1
3,2,19,INT,142,-40,0,Winter,1
1,2,19,INT,103,102,0,Winter,1
1,2,19,INT,103,36,0,Winter,1
6,2,19,INT,123,38,0,Winter,1
0,6,19,INT,126,28,0,Winter,1
3,6,19,INT,122,36,0,Winter,1
1,6,19,INT,76,96,0,Winter,1
6,6,19,INT,116,37,0,Winter,1
0,6,19,INT,92,37,0,Winter,1
3,6,19,INT,123,28,0,Winter,1
1,6,19,INT,61,109,0,Winter,1
0,6,19,INT,129,68,0,Winter,1
1,6,19,INT,91,101,0,Winter,1
6,6,19,INT,117,31,0,Winter,1
0,6,19,INT,132,38,0,Winter,1
2,8,19,INT,137,29,0,Winter,1
5,8,19,INT,122,33,0,Winter,1
4,8,19,INT,129,93,0,Winter,1
4,8,19,INT,129,159,0,Winter,1
2,8,19,INT,141,105,0,Winter,1
2,8,19,INT,141,171,0,Winter,1
5,8,19,INT,133,22,0,Winter,1
5,8,19,INT,133,88,0,Winter,1
4,8,19,INT,111,41,0,Winter,1
4,8,19,INT,111,107,0,Winter,1
5,8,19,INT,129,-35,0,Winter,1
5,8,19,INT,129,31,0,Winter,1
4,8,19,INT,132,39,0,Winter,1
4,8,19,INT,132,105,0,Winter,1
2,8,19,INT,119,-33,0,Winter,1
2,8,19,INT,119,33,0,Winter,1
5,8,19,INT,84,-29,0,Winter,1
5,8,19,INT,84,37,0,Winter,1
4,8,19,INT,112,49,0,Winter,1
4,8,19,INT,112,115,0,Winter,1
5,3,19,INT,86,-43,0,Winter,1
5,3,19,INT,86,23,0,Winter,1
4,3,19,INT,115,35,0,Winter,1
4,3,19,INT,115,101,0,Winter,1
2,3,19,INT,90,-45,0,Winter,1
2,3,19,INT,90,21,0,Winter,1
5,3,19,INT,104,-36,0,Winter,1
5,3,19,INT,104,30,0,Winter,1
4,3,19,INT,100,75,0,Winter,1
4,3,19,INT,100,141,0,Winter,1
2,3,19,INT,122,-41,0,Winter,1
2,3,19,INT,122,25,0,Winter,1
5,3,19,INT,94,-42,0,Winter,1
5,3,19,INT,94,24,0,Winter,1
4,3,19,INT,100,67,0,Winter,1
4,3,19,INT,100,133,0,Winter,1
2,3,19,INT,132,-27,0,Winter,1
2,3,19,INT,132,39,0,Winter,1
5,3,19,INT,77,-47,0,Winter,1
5,3,19,INT,77,19,0,Winter,1
4,3,19,INT,72,-14,0,Winter,1
4,3,19,INT,72,52,0,Winter,1
2,3,19,INT,123,-40,0,Winter,1
2,3,19,INT,123,26,0,Winter,1
5,3,19,INT,94,-41,0,Winter,1
5,3,19,INT,94,25,0,Winter,1
4,2,19,INT,105,38,0,Winter,1
4,2,19,INT,105,104,0,Winter,1
2,2,19,INT,105,-38,0,Winter,1
2,2,19,INT,105,28,0,Winter,1
5,2,19,INT,74,-37,0,Winter,1
5,2,19,INT,74,29,0,Winter,1
4,2,19,INT,81,38,0,Winter,1
4,2,19,INT,81,104,0,Winter,1
2,2,19,INT,132,-13,0,Winter,1
2,2,19,INT,132,53,0,Winter,1
5,2,19,INT,109,-15,0,Winter,1
5,2,19,INT,109,51,0,Winter,1
4,2,19,INT,102,37,0,Winter,1
4,2,19,INT,102,103,0,Winter,1
2,2,19,INT,112,-29,0,Winter,1
2,2,19,INT,112,37,0,Winter,1
5,2,19,INT,98,-35,0,Winter,1
5,2,19,INT,98,31,0,Winter,1
4,2,19,INT,82,61,0,Winter,1
4,2,19,INT,82,127,0,Winter,1
2,2,19,INT,131,23,0,Winter,1
5,2,19,INT,48,16,0,Winter,0
4,6,19,INT,102,48,0,Winter,1
2,6,19,INT,124,66,0,Winter,1
5,6,19,INT,101,28,0,Winter,1
4,6,19,INT,67,89,0,Winter,1
2,6,19,INT,101,31,0,Winter,1
5,6,19,INT,88,22,0,Winter,1
4,6,19,INT,94,119,0,Winter,1
2,6,19,INT,133,14,0,Winter,1
5,6,19,INT,97,13,0,Winter,1
4,6,19,INT,130,103,0,Winter,1
2,6,19,INT,138,32,0,Winter,1
3,8,19,INT,86,10,0,Winter,1
0,8,19,INT,52,18,0,Winter,1
3,8,19,INT,86,19,0,Winter,1
6,8,19,INT,66,9,0,Winter,1
0,8,19,INT,51,11,0,Winter,1
3,8,19,INT,86,14,0,Winter,1
6,8,19,INT,72,14,0,Winter,1
0,8,19,INT,66,31,0,Winter,1
3,8,19,INT,69,16,0,Winter,1
6,3,19,INT,60,9,0,Winter,1
0,3,19,INT,6,19,0,Winter,0
3,3,19,INT,75,15,0,Winter,1
6,3,19,INT,45,14,0,Winter,0
0,3,19,INT,80,111,0,Winter,1
3,3,19,INT,68,31,0,Winter,1
6,3,19,INT,97,15,0,Winter,1
0,3,19,INT,58,18,0,Winter,1
3,3,19,INT,72,13,0,Winter,1
6,3,19,INT,67,7,0,Winter,1
0,3,19,INT,38,21,0,Winter,0
3,3,19,INT,72,11,0,Winter,1
6,3,19,INT,62,25,0,Winter,1
0,2,19,INT,63,28,0,Winter,1
3,2,19,INT,80,18,0,Winter,1
6,2,19,INT,58,16,0,Winter,1
0,2,19,INT,80,10,0,Winter,1
6,2,19,INT,60,19,0,Winter,1
0,2,19,INT,79,15,0,Winter,1
3,2,19,INT,66,14,0,Winter,1
6,2,19,INT,79,24,0,Winter,1
0,2,19,INT,71,9,0,Winter,1
3,2,19,INT,73,-157,0,Winter,1
6,2,19,INT,54,16,0,Winter,1
0,6,19,INT,63,7,0,Winter,1
3,6,19,INT,75,90,0,Winter,1
6,6,19,INT,63,29,0,Winter,1
0,6,19,INT,51,12,0,Winter,1
3,6,19,INT,75,23,0,Winter,1
6,6,19,INT,64,212,0,Winter,1
0,6,19,INT,63,8,0,Winter,1
3,6,19,INT,81,15,0,Winter,1
6,6,19,INT,66,12,0,Winter,1
0,6,19,INT,69,11,0,Winter,1
2,8,19,INT,109,19,0,Winter,1
1,8,19,INT,115,14,0,Winter,1
5,8,19,INT,82,14,0,Winter,1
4,8,19,INT,106,14,0,Winter,1
2,8,19,INT,119,26,0,Winter,1
1,8,19,INT,101,11,0,Winter,1
5,8,19,INT,78,13,0,Winter,1
4,8,19,INT,114,22,0,Winter,1
2,8,19,INT,136,16,0,Winter,1
1,8,19,INT,115,29,0,Winter,1
5,8,19,INT,97,39,0,Winter,1
4,8,19,INT,97,13,0,Winter,1
1,8,19,INT,126,89,0,Winter,1
4,8,19,INT,113,8,0,Winter,1
1,3,19,INT,38,6,0,Winter,0
5,3,19,INT,48,38,0,Winter,0
4,3,19,INT,73,62,0,Winter,1
2,3,19,INT,108,80,0,Winter,1
1,3,19,INT,89,68,0,Winter,1
5,3,19,INT,82,76,0,Winter,1
4,3,19,INT,75,90,0,Winter,1
2,3,19,INT,79,63,0,Winter,1
1,3,19,INT,98,70,0,Winter,1
5,3,19,INT,94,70,0,Winter,1
2,3,19,INT,113,57,0,Winter,1
1,3,19,INT,81,63,0,Winter,1
5,3,19,INT,79,71,0,Winter,1
4,3,19,INT,64,55,0,Winter,1
2,3,19,INT,76,64,0,Winter,1
1,3,19,INT,104,145,0,Winter,1
5,3,19,INT,69,65,0,Winter,1
4,2,19,INT,82,58,0,Winter,1
2,2,19,INT,113,64,0,Winter,1
1,2,19,INT,90,70,0,Winter,1
5,2,19,INT,0,72,0,Winter,1
4,2,19,INT,77,82,0,Winter,1
2,2,19,INT,128,69,0,Winter,1
1,2,19,INT,114,71,0,Winter,1
5,2,19,INT,46,91,0,Winter,1
4,2,19,INT,110,75,0,Winter,1
2,2,19,INT,126,73,0,Winter,1
1,2,19,INT,90,79,0,Winter,1
5,2,19,INT,103,69,0,Winter,1
4,2,19,INT,74,75,0,Winter,1
2,2,19,INT,144,70,0,Winter,1
5,2,19,INT,46,69,0,Winter,1
4,6,19,INT,96,67,0,Winter,1
4,6,19,INT,96,183,0,Winter,1
2,6,19,INT,127,59,0,Winter,1
1,6,19,INT,86,69,0,Winter,1
5,6,19,INT,90,68,0,Winter,1
4,6,19,INT,53,68,0,Winter,1
2,6,19,INT,121,70,0,Winter,1
1,6,19,INT,90,66,0,Winter,1
5,6,19,INT,71,70,0,Winter,1
4,6,19,INT,45,71,0,Winter,1
2,6,19,INT,99,68,0,Winter,1
1,6,19,INT,112,74,0,Winter,1
5,6,19,INT,108,65,0,Winter,1
4,6,19,INT,107,92,0,Winter,1
2,6,19,INT,107,73,0,Winter,1
0,8,19,INT,58,105,0,Winter,1
2,8,19,INT,67,47,0,Winter,1
1,8,19,INT,97,-14,0,Winter,1
4,8,19,INT,62,45,0,Winter,1
0,8,19,INT,51,56,0,Winter,1
2,8,19,INT,86,59,0,Winter,1
4,8,19,INT,83,41,0,Winter,1
0,8,19,INT,17,27,0,Winter,0
1,8,19,INT,92,48,0,Winter,1
4,8,19,INT,80,58,0,Winter,1
0,8,19,INT,66,37,0,Winter,1
2,8,19,INT,104,62,0,Winter,1
1,8,19,INT,90,54,0,Winter,1
4,8,19,INT,83,61,0,Winter,1
4,3,19,INT,55,57,0,Winter,1
0,3,19,INT,40,66,0,Winter,1
2,3,19,INT,31,77,0,Winter,1
1,3,19,INT,46,37,0,Winter,0
4,3,19,INT,72,59,0,Winter,1
0,3,19,INT,60,47,0,Winter,1
2,3,19,INT,60,38,0,Winter,1
1,3,19,INT,70,51,0,Winter,1
4,3,19,INT,82,62,0,Winter,1
0,3,19,INT,53,98,0,Winter,1
2,3,19,INT,70,45,0,Winter,1
1,3,19,INT,71,44,0,Winter,1
4,3,19,INT,78,64,0,Winter,1
0,3,19,INT,56,41,0,Winter,1
2,3,19,INT,71,40,0,Winter,1
1,3,19,INT,66,34,0,Winter,1
0,2,19,INT,78,51,0,Winter,1
2,2,19,INT,70,61,0,Winter,1
1,2,19,INT,65,62,0,Winter,1
4,2,19,INT,73,86,0,Winter,1
0,2,19,INT,43,74,0,Winter,1
2,2,19,INT,83,56,0,Winter,1
1,2,19,INT,69,84,0,Winter,1
4,2,19,INT,80,95,0,Winter,1
2,2,19,INT,48,33,0,Winter,0
1,2,19,INT,64,56,0,Winter,1
0,2,19,INT,86,64,0,Winter,1
2,2,19,INT,90,59,0,Winter,1
1,2,19,INT,64,40,0,Winter,1
4,6,19,INT,78,107,0,Winter,1
0,6,19,INT,85,77,0,Winter,1
2,6,19,INT,73,109,0,Winter,1
1,6,19,INT,56,47,0,Winter,1
4,6,19,INT,71,62,0,Winter,1
0,6,19,INT,59,93,0,Winter,1
2,6,19,INT,72,162,0,Winter,1
1,6,19,INT,63,61,0,Winter,1
4,6,19,INT,58,51,0,Winter,1
0,6,19,INT,73,75,0,Winter,1
2,6,19,INT,77,57,0,Winter,1
1,6,19,INT,75,72,0,Winter,1
4,6,19,INT,70,92,0,Winter,1
0,6,19,INT,52,69,0,Winter,1
2,6,19,INT,80,39,0,Winter,1
0,8,19,INT,136,33,0,Winter,1
3,8,19,INT,142,24,0,Winter,1
1,8,19,INT,99,8,0,Winter,1
6,8,19,INT,107,12,0,Winter,1
0,8,19,INT,51,21,0,Winter,1
3,8,19,INT,173,104,0,Winter,1
1,8,19,INT,99,15,0,Winter,1
6,8,19,INT,114,16,0,Winter,1
0,8,19,INT,158,7,0,Winter,1
3,8,19,INT,174,12,0,Winter,1
1,8,19,INT,136,10,0,Winter,1
6,8,19,INT,110,13,0,Winter,1
0,8,19,INT,0,15,0,Winter,0
1,8,19,INT,111,42,0,Winter,1
6,8,19,INT,118,51,0,Winter,1
1,3,19,INT,123,7,0,Winter,1
6,3,19,INT,142,7,0,Winter,1
0,3,19,INT,203,14,0,Winter,1
3,3,19,INT,162,8,0,Winter,1
1,3,19,INT,92,8,0,Winter,1
6,3,19,INT,98,22,0,Winter,1
0,3,19,INT,180,4,0,Winter,1
3,3,19,INT,164,7,0,Winter,1
1,3,19,INT,79,7,0,Winter,1
6,3,19,INT,113,13,0,Winter,1
0,3,19,INT,147,-4,0,Winter,1
3,3,19,INT,173,11,0,Winter,1
6,3,19,INT,107,4,0,Winter,1
0,3,19,INT,132,10,0,Winter,1
3,3,19,INT,168,67,0,Winter,1
1,3,19,INT,110,9,0,Winter,1
6,3,19,INT,92,108,0,Winter,1
0,2,19,INT,148,5,0,Winter,1
3,2,19,INT,182,19,0,Winter,1
1,2,19,INT,78,4,0,Winter,1
6,2,19,INT,112,20,0,Winter,1
0,2,19,INT,115,21,0,Winter,1
3,2,19,INT,126,16,0,Winter,1
1,2,19,INT,71,4,0,Winter,1
6,2,19,INT,61,60,0,Winter,1
0,2,19,INT,133,27,0,Winter,1
3,2,19,INT,143,6,0,Winter,1
1,2,19,INT,95,9,0,Winter,1
6,2,19,INT,108,16,0,Winter,1
0,2,19,INT,109,5,0,Winter,1
3,2,19,INT,185,37,0,Winter,1
1,2,19,INT,102,20,0,Winter,1
6,2,19,INT,120,46,0,Winter,1
3,6,19,INT,172,14,0,Winter,1
1,6,19,INT,103,9,0,Winter,1
6,6,19,INT,119,35,0,Winter,1
0,6,19,INT,180,121,0,Winter,1
3,6,19,INT,183,20,0,Winter,1
1,6,19,INT,88,7,0,Winter,1
0,6,19,INT,138,20,0,Winter,1
3,6,19,INT,187,49,0,Winter,1
1,6,19,INT,94,27,0,Winter,1
6,6,19,INT,103,11,0,Winter,1
0,6,19,INT,130,10,0,Winter,1
2,8,19,INT,117,25,0,Winter,1
5,8,19,INT,92,2,0,Winter,1
4,8,19,INT,141,104,0,Winter,1
4,8,19,INT,141,110,0,Winter,1
2,8,19,INT,129,5,0,Winter,1
2,8,19,INT,129,11,0,Winter,1
5,8,19,INT,105,4,0,Winter,1
5,8,19,INT,105,10,0,Winter,1
4,8,19,INT,117,24,0,Winter,1
4,8,19,INT,117,30,0,Winter,1
2,8,19,INT,136,24,0,Winter,1
2,8,19,INT,136,30,0,Winter,1
5,8,19,INT,106,60,0,Winter,1
5,8,19,INT,106,66,0,Winter,1
4,8,19,INT,120,33,0,Winter,1
4,8,19,INT,120,39,0,Winter,1
2,8,19,INT,132,32,0,Winter,1
2,8,19,INT,132,38,0,Winter,1
5,8,19,INT,118,85,0,Winter,1
5,8,19,INT,118,91,0,Winter,1
4,8,19,INT,110,21,0,Winter,1
4,8,19,INT,110,27,0,Winter,1
5,3,19,INT,135,20,0,Winter,1
5,3,19,INT,135,26,0,Winter,1
4,3,19,INT,131,19,0,Winter,1
4,3,19,INT,131,25,0,Winter,1
2,3,19,INT,121,58,0,Winter,1
2,3,19,INT,121,64,0,Winter,1
5,3,19,INT,84,-8,0,Winter,1
5,3,19,INT,84,-2,0,Winter,1
4,3,19,INT,102,20,0,Winter,1
4,3,19,INT,102,26,0,Winter,1
2,3,19,INT,128,9,0,Winter,1
2,3,19,INT,128,15,0,Winter,1
5,3,19,INT,87,9,0,Winter,1
5,3,19,INT,87,15,0,Winter,1
2,3,19,INT,81,11,0,Winter,1
2,3,19,INT,81,17,0,Winter,1
5,3,19,INT,72,6,0,Winter,1
5,3,19,INT,72,12,0,Winter,1
2,3,19,INT,113,26,0,Winter,1
2,3,19,INT,113,32,0,Winter,1
5,3,19,INT,88,11,0,Winter,1
5,3,19,INT,88,17,0,Winter,1
4,2,19,INT,91,24,0,Winter,1
4,2,19,INT,91,30,0,Winter,1
2,2,19,INT,86,4,0,Winter,1
2,2,19,INT,86,10,0,Winter,1
5,2,19,INT,69,3,0,Winter,1
5,2,19,INT,69,9,0,Winter,1
4,2,19,INT,86,28,0,Winter,1
4,2,19,INT,86,34,0,Winter,1
2,2,19,INT,144,-6,0,Winter,1
2,2,19,INT,144,0,0,Winter,1
5,2,19,INT,50,11,0,Winter,0
5,2,19,INT,50,17,0,Winter,0
4,2,19,INT,116,45,0,Winter,1
